time_sec,time_nsec,timestamp,DATA0,DATA1,DATA2,DATA3,DATA4
661329.0,0.99360895,7701039.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.99439144,7701040.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.99520016,7701040.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.9959862,7701041.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.99678564,7701042.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.99755955,7701043.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.9983306,7701043.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.9991424,7701044.0,1.0,0.0,0.0,0.0,0.0
661329.0,0.99990344,7701045.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0006966591,7701046.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0014894009,7701047.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0022871494,7701047.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0030755997,7701048.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.003874302,7701049.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0046741962,7701050.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.005478382,7701051.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.006276369,7701051.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0070738792,7701052.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.007866859,7701053.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.008669138,7701054.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.009469986,7701055.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.010258913,7701055.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.011058331,7701056.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.011862993,7701057.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.012684345,7701058.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.013461828,7701059.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.014251947,7701059.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.015048981,7701060.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.015855312,7701061.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.016661644,7701062.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.017464638,7701063.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.018252134,7701063.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.019058704,7701064.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.019860268,7701065.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.020656586,7701066.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.021450758,7701067.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.022259712,7701067.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.023044586,7701068.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.02383113,7701069.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.024625301,7701070.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.025435448,7701071.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.02623725,7701071.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.027028799,7701072.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.027846098,7701073.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.028643847,7701074.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.029484987,7701075.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.030254602,7701075.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.031060696,7701076.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.03184867,7701077.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.032652617,7701078.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.033440113,7701079.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.034226418,7701079.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.035045147,7701080.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.03584361,7701081.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.036631584,7701082.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.03742957,7701083.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.03823304,7701083.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.03902769,7701084.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.039828062,7701085.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.040606737,7701086.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.041398287,7701087.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.042205095,7701087.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.042996883,7701088.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.04379821,7701089.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.04459715,7701090.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.045369625,7701091.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.046195745,7701091.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.046991587,7701092.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.047773123,7701093.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0485754,7701094.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.04937172,7701094.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.050151348,7701095.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.05094886,7701096.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.05174637,7701097.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.05253029,7701098.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.053373337,7701098.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.054149628,7701099.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.054945946,7701100.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.05575013,7701101.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.056567192,7701102.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.057389736,7701103.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.058179855,7701103.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0589931,7701104.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.059833765,7701105.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.060575962,7701106.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.061353445,7701106.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.062144995,7701107.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.06295681,7701108.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0637548,7701109.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.064590454,7701110.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.065363884,7701110.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.06617546,7701111.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.066969395,7701112.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.06776357,7701113.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.068570614,7701114.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.06935954,7701114.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.070142746,7701115.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.070935726,7701116.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07173967,7701117.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07254672,7701118.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07333636,7701118.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07413578,7701119.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07494497,7701120.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07582641,7701121.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.0765574,7701122.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07734275,7701122.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.078139305,7701123.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.078944206,7701124.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.07976079,7701125.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08055735,7701126.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08133173,7701126.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.082145214,7701127.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.082906485,7701128.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.083714485,7701129.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08451152,7701130.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08531451,7701130.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08612156,7701131.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08690643,7701132.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08773923,7701133.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.088501215,7701134.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.08931351,7701134.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09013605,7701135.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09095621,7701136.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09174657,7701137.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09256148,7701138.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.093352795,7701138.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09413791,7701139.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09493828,7701140.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.095736265,7701141.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09651923,7701142.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.097359896,7701142.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.098142385,7701143.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09894371,7701144.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.09976959,7701145.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10054445,7701146.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10133171,7701146.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.1021173,7701147.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10290837,7701148.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.103722334,7701149.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10448456,7701150.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10528231,7701150.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10608029,7701151.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10693765,7701152.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.10767746,7701153.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.108490705,7701154.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.109280825,7701154.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11007595,7701155.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11084795,7701156.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11164594,7701157.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11243343,7701158.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.113291025,7701158.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11406875,7701159.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11483669,7701160.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11560893,7701161.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.116428375,7701162.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11723447,7701162.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.118053675,7701163.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11882043,7701164.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.11964893,7701165.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12041068,7701166.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.121198654,7701166.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.121994734,7701167.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12278104,7701168.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12359047,7701169.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12439871,7701169.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12521029,7701170.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.126014,7701171.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12681437,7701172.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12759113,7701173.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.12840533,7701174.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.1291976,7701174.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13000035,7701175.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13079286,7701176.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13159323,7701177.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.1323793,7701178.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13322043,7701178.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13396311,7701179.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13475728,7701180.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13556552,7701181.0,1.0,0.0,0.0,0.0,0.0
661330.0,0.13636947,7701181.0,1.0,0.0,0.0,0.0,0.0
