time_sec,time_nsec,timestamp,DATA0,DATA1,DATA2,DATA3,DATA4
555912.0,0.22987032,3633054.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23065042,3633055.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23143244,3633055.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23221493,3633056.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23301148,3633057.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23378539,3633058.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23457623,3633059.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2353754,3633059.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23616862,3633060.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23694587,3633061.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23773861,3633062.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23855257,3633063.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.23939133,3633063.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24020362,3633064.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24099684,3633065.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24178672,3633066.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24257803,3633067.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24338341,3633067.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24416304,3633068.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24496317,3633069.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24577475,3633070.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2465465,3633070.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2473445,3633071.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24813175,3633072.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24893546,3633073.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.24974918,3633074.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2505269,3633074.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25133443,3633075.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25216246,3633076.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2529781,3633077.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2538154,3633078.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.254606,3633079.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25542164,3633079.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25621796,3633080.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2570498,3633081.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25781775,3633082.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25859928,3633083.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.25941563,3633083.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26021433,3633084.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2610247,3633085.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26183414,3633086.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2626524,3633087.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26357412,3633087.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26427937,3633088.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26509452,3633089.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26591635,3633090.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26673484,3633091.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26753426,3633091.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2683239,3633092.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26912045,3633093.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.26991606,3633094.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2707076,3633095.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27149677,3633095.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27229667,3633096.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27308297,3633097.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2738769,3633098.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27469063,3633099.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2754798,3633099.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27626467,3633100.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2770698,3633101.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2778499,3633102.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2786777,3633103.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.27947903,3633103.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28032637,3633104.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.281142,3633105.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2819035,3633106.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.282717,3633107.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28350186,3633107.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2843187,3633108.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2851417,3633109.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28594136,3633110.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2867651,3633111.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28755474,3633111.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.288352,3633112.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28912592,3633113.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.28991866,3633114.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2907207,3633115.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29151106,3633115.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29231858,3633116.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29311228,3633117.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2939179,3633118.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2946899,3633119.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2954631,3633119.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29625726,3633120.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.297081,3633121.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.2978611,3633122.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29865694,3633123.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.29944873,3633123.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30022693,3633124.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30108356,3633125.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3018465,3633126.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30263448,3633127.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30347776,3633127.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30425286,3633128.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3050642,3633129.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30585718,3633130.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30665898,3633131.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30746937,3633131.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3082626,3633132.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.30903935,3633133.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3098302,3633134.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31064653,3633135.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3114488,3633135.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31224322,3633136.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31305242,3633137.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31383777,3633138.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31463695,3633139.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31545687,3633139.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31624627,3633140.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31707597,3633141.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31789875,3633142.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.31870747,3633143.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3194914,3633143.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3203075,3633144.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32108283,3633145.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3218739,3633146.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32270837,3633147.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32347083,3633147.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32428026,3633148.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3250649,3633149.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32585883,3633150.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32664704,3633151.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32742763,3633151.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3282404,3633152.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.32903934,3633153.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.329854,3633154.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33065414,3633155.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33145285,3633155.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33224416,3633156.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33305097,3633157.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33384323,3633158.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33463407,3633159.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33543563,3633159.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33626008,3633160.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33704376,3633161.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.33784342,3633162.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3386371,3633163.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.339432,3633163.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34022045,3633164.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.341038,3633165.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34184575,3633166.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34264803,3633167.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34347272,3633167.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34430265,3633168.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34511375,3633169.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34590507,3633170.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34674954,3633171.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34751487,3633171.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34833264,3633172.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.34917283,3633173.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3499453,3633174.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35077238,3633175.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35153127,3633175.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35232878,3633176.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.353122,3633177.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3539195,3633178.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35471106,3633179.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35550404,3633179.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3563025,3633180.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35710883,3633181.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35791826,3633182.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3587284,3633183.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.35953116,3633183.0,0.0,0.0,0.0,0.0,1.0
555912.0,0.3603444,3633184.0,0.0,0.0,0.0,0.0,1.0
